,"GA",,".GABON",,,,,,,,
,"GA","AKE","Akieni","Akieni",,"---4----","AI","9601",,,
,"GA","AWE","Alowe","Alowe",,"---4----","RQ","0901",,"0045S 00927E",
,"GA","BEL","Belleville","Belleville",,"--3-----","RL","0607",,"0002N 01102E",
,"GA","BWN","Biawonque","Biawonque",,"---4----","RQ","0901",,"0040S 00927E",
,"GA","BMM","Bitam","Bitam",,"---4----","AI","9601",,,
,"GA","BNG","Bongo","Bongo",,"---4----","RQ","0901",,"0210S 01013E",
,"GA","BGB","Booué","Booue",,"---4----","AI","0212",,"0006S 01156E",
,"GA","CLZ","Cap Lopez","Cap Lopez",,"1-------","QQ","8103",,,
,"GA","CCB","Cocobeach","Cocobeach",,"1-------","RL","9811",,,
,"GA","EKU","Equata","Equata","1","1-------","RL","0212",,"0013S 00918E",
,"GA","ETA","Etame FPSO","Etame FPSO",,"------7-","RQ","1101",,"0345S 01031E",
,"GA","FOU","Fougamou","Fougamou",,"---4----","AI","9601",,,
,"GA","MVB","Franceville","Franceville",,"---4----","AI","8103",,,
,"GA","GAX","Gamba","Gamba",,"1--4----","AI","9601",,,
,"GA","IGL","Iguela","Iguela",,"---4----","RQ","0901",,"0155S 00918E",
,"GA","KGB","Kongobouma","Kongobouma",,"---4----","RQ","0901",,,
,"GA","KOU","Koulamoutou","Koulamoutou",,"--34----","RL","0212",,"0107S 01230E",
,"GA","LBQ","Lambarene","Lambarene",,"---4----","AI","9601",,,
,"GA","LTL","Lastoursville","Lastoursville","7","--34----","AI","0307",,"0049S 01242E",
,"GA","LCN","Leconi","Leconi",,"---4----","RQ","0901",,,
,"GA","LBV","Libreville","Libreville",,"1--45---","AI","9601",,,
,"GA","LUC","Lucina","Lucina",,"1-------","QQ","8103",,,
,"GA","MKU","Makokou","Makokou",,"---4----","AI","9601",,,
,"GA","MDJ","Mandji","Mandji",,"---4----","RQ","0901",,"0142S 01022E",
,"GA","MGO","Manega","Manega",,"---4----","AI","9601",,,
,"GA","MYB","Mayoumba","Mayoumba",,"---4----","AI","9601",,,
,"GA","MBA","Mayumba","Mayumba","5","-----6--","RL","1307",,"0259N 01017E",""
,"GA","MBC","Mbigou","Mbigou",,"---4----","AI","9601",,,
,"GA","MBY","M'bya Terminal","M'bya Terminal",,"1-------","RQ","9506",,,
,"GA","MDV","Médouneu","Medouneu",,"---4----","AI","0212",,"0057N 01047E",
,"GA","MKB","Mékambo","Mekambo",,"---4----","AI","0212",,"0101N 01356E",
,"GA","MVG","Mevang","Mevang",,"---4----","RQ","0901",,"0007N 01104E",
,"GA","GIM","Miele Mimbale","Miele Mimbale",,"---4----","RQ","0901",,"0001S 01123E",
,"GA","MVX","Minvoul","Minvoul","9","--34----","AI","1307",,"0209N 01207E",""
,"GA","MZC","Mitzic","Mitzic",,"---4----","AI","9601",,,
,"GA","MGX","Moabi","Moabi",,"---4----","RQ","0901",,"0215S 01100E",
,"GA","MFF","Moanda","Moanda",,"---4----","AI","9601",,,
,"GA","MJL","Mouila","Mouila",,"---4----","AI","9601",,,
,"GA","MVE","Mvengué","Mvengue",,"--3-----","RL","0201",,"0139S 01323E",
,"GA","KDN","Ndende","Ndende",,"---4----","AI","9601",,,
,"GA","KDJ","Ndjolé","Ndjole",,"---4----","AI","0212",,,
,"GA","NKA","Nkan","Nkan","1","--34----","AI","1307",,"0042N 00938E",""
,"GA","NYA","Nyanga","Nyanga",,"1-------","RQ","9506",,,
,"GA","OGU","Oguandjo Terminal","Oguandjo Terminal",,"1-------","RL","0901",,"0130S 00854E",
,"GA","OKN","Okondja","Okondja",,"---4----","AI","9601",,,
,"GA","OMB","Omboué","Omboue",,"---4----","AI","0212",,"0134S 00915E",
,"GA","OUU","Ouanga","Ouanga",,"---4----","RQ","0901",,"0258S 01018E",
,"GA","OWE","Owendo","Owendo",,"1--4----","AI","9601",,,
,"GA","NGI","Owendo","Owendo","1","-23-----","RL","1701",,"0017N 00930E",
,"GA","OYE","Oyem","Oyem",,"---4----","AI","9601",,,
,"GA","POG","Port Gentil","Port Gentil",,"1--45---","AI","9601",,,
,"GA","ZKM","Sette Cama","Sette Cama",,"---4----","RQ","0901",,"0231S 00945E",
,"GA","TCT","Tchatamba","Tchatamba",,"------7-","RQ","0907",,"0202S 00907E",
,"GA","TCH","Tchibanga","Tchibanga",,"---4----","AI","9601",,,
,"GA","WGY","Wagny","Wagny",,"---4----","RQ","0901",,"0031N 01026E",
,"GA","WNE","Wora Na Ye","Wora Na Ye",,"--34----","RL","0907",,"0221S 00920E",
,"GB",,".UNITED KINGDOM",,,,,,,,
,"GB","BYS","Abbeystead","Abbeystead","LAN","-----6--","RL","1201",,"5358N 00240W",
,"GB","ASB","Abbots Bromley","Abbots Bromley","STS","--3-----","RL","0201",,"5249N 00153W",
,"GB","ABB","Abbots Langley","Abbots Langley","HRT","--3-----","AF","9804",,,
,"GB","AOM","Abbots Morton","Abbots Morton","WOR","--3-----","RL","0501",,"5211N 00157W",
,"GB","AOT","Abbotsbury","Abbotsbury","DOR","1-------","RL","0901",,"5040N 00236W",
,"GB","AOL","Abbotsley","Abbotsley","CAM","1-------","RL","0901",,"5211N 00012W",
,"GB","ABS","Aber Sôch (Abersoch)","Aber Soch (Abersoch)","GWN","1-3-----","AA","0701",,"5249N 00430W",
,"GB","ABA","Aberaeron","Aberaeron","CGN","1-3-----","AF","1401",,"5215N 00415W",""
,"GB","AOD","Aberbargoed","Aberbargoed","CAY","-23-----","RL","0701",,"5142N 00313W",
,"GB","AEG","Aberbeeg","Aberbeeg",,"-23--6--","AQ","0601",,"5143N 00310W",
,"GB","ACD","Abercanaid","Abercanaid","MTY","--3-----","RL","0901",,"5143N 00321W",
,"GB","ABC","Abercarn","Abercarn","CAY","-23-----","RL","0701",,"5139N 00308W",
,"GB","ARC","Abercastle","Abercastle","PEM","1-3-----","AA","0701",,"5157N 00507W",
,"GB","ACF","Abercraf","Abercraf","POW","--3--6--","AQ","0601",,"5148N 00342W",
,"GB","AR9","Abercych","Abercych","PEM","--3-----","RL","1601",,"5202N 00433W",
,"GB","ACY","Abercynon","Abercynon","RCT","--3-----","RL","1401",,"5138N 00319W",""
,"GB","ABE","Aberdare","Aberdare","POW","--3-----","AF","9511",,,
,"GB","ADR","Aberdaron","Aberdaron","GWN","1-3-----","AA","0701",,"5248N 00443W",
,"GB","ABD","Aberdeen","Aberdeen","ABE","1--4----","AF","1401","ABZ","5708N 00206W",""
,"GB","AYD","Aberdour","Aberdour","FIF","123-----","AA","0701",,"5603N 00317W",""
,"GB","ABV","Aberdovey","Aberdovey",,"1-------","RQ","0901",,"5232N 00403W",
,"GB","ABF","Aberdyfi (Aberdovey)","Aberdyfi (Aberdovey)","GWN","123-----","AA","0701",,"5233N 00402W",
,"GB","AFY","Aberfeldy","Aberfeldy","PKN","--3-----","RL","0701",,"5637N 00351W",
,"GB","AFW","Aberffraw","Aberffraw","AGY","1-------","RL","0901",,"5311N 00427W",
,"GB","AFE","Aberfoyle","Aberfoyle","STG","--3-----","RL","1501",,"5611N 00423W",
,"GB","AGY","Abergavenny","Abergavenny","MON","--3-----","AF","1401",,"5150N 00301W",""
